Year,Cyclone_ID,Name,Date,Latitude,Longitude,Wind_Speed,Pressure,Grade,Basin of origin,Time (UTC),"CI No [or ""T. No""]","Pressure Drop (hPa)[or ""delta P""]",Outermost closed isobar (hPa),Diameter/Size of outermost closed isobar,BARBin of origin,,,,Diameter-Size of outermost closed isobar,"Pressure Drop(hPa)[or""delta P""]",Diameter/Size of outermost closed isobar(in degree),,,DD,MM,YYYY
1982,10.0,,1982-10-16 00:00:00,9.4,84.0,25,990,D,BOB,1200,1.5,3,,,,,,,,,,,,,,
1982,10.0,,1982-10-17 00:00:00,11.0,82.5,30,992,DD,BOB,1200,2.0,4,,,,,,,,,,,,,,
1982,10.0,,1982-10-17 00:00:00,12.0,82.0,35,994,CS,BOB,1800,2.5,6,,,,,,,,,,,,,,
1982,10.0,,1982-10-18 00:00:00,12.5,81.5,50,986,SCS,BOB,0000,3.0,14,,,,,,,,,,,,,,
1982,10.0,,1982-10-18 00:00:00,12.7,81.5,55,982,SCS,BOB,0300,3.5,18,,,,,,,,,,,,,,
1982,10.0,,1982-10-18 00:00:00,14.0,80.5,55,982,SCS,BOB,1200,3.5,18,,,,,,,,,,,,,,
1982,10.0,,1982-10-18 00:00:00,14.5,80.0,50,986,SCS,BOB,1800,3.0,14,,,,,,,,,,,,,,
1982,10.0,,1982-10-19 00:00:00,15.0,79.5,30,995,DD,BOB,0000,,5,,,,,,,,,,,,,,
1982,10.0,,1982-10-19 00:00:00,15.0,79.0,30,996,DD,BOB,0300,,4,,,,,,,,,,,,,,
1982,10.0,,1982-10-19 00:00:00,16.0,78.5,25,997,D,BOB,1200,,3,,,,,,,,,,,,,,
1982,10.0,,1982-10-20 00:00:00,17.0,78.5,20,998,D,BOB,0300,,3,,,,,,,,,,,,,,
1982,10.0,,1982-10-20 00:00:00,18.0,78.3,20,998,D,BOB,1200,,3,,,,,,,,,,,,,,
1982,10.0,,1982-10-21 00:00:00,19.0,79.2,20,998,D,BOB,0300,,3,,,,,,,,,,,,,,
1982,10.0,,1982-10-21 00:00:00,21.0,81.0,20,998,D,BOB,1200,,3,,,,,,,,,,,,,,
1982,12.0,,1982-12-02 00:00:00,7.5,84.0,25,,,BOB,1200,1.5,3,,,,,,,,,,,,,,
1982,12.0,,1982-12-03 00:00:00,9.0,82.0,25,,,BOB,0300,1.5,3,,,,,,,,,,,,,,
1982,12.0,,1982-12-03 00:00:00,9.5,79.5,25,,,BOB,1200,1.5,3,,,,,,,,,,,,,,
1982,12.0,,1982-12-04 00:00:00,9.7,79.0,25,,,BOB,0000,1.5,3,,,,,,,,,,,,,,
1983,7.0,,1983-12-21 00:00:00,7.5,81.0,25,,D,,1200,1.5,3.0995834159888913,,,LAND,,,,,,,,,,,
1983,7.0,,1983-12-22 00:00:00,8.5,80.5,25,,D,,0300,1.5,3.0995834159888913,,,LAND,,,,,,,,,,,
1983,7.0,,1983-12-22 00:00:00,9.5,79.5,25,,D,,1200,1.5,3.0995834159888913,,,LAND,,,,,,,,,,,
1984,5.0,,1984-11-09 00:00:00,9.5,87.5,25,,D,BOB,1200,1.5,3.0995834159888913,,,,,,,,,,,,,,
1984,5.0,,1984-11-10 00:00:00,9.5,87.5,30,,DD,BOB,0300,2.0,5,,,,,,,,,,,,,,
1984,5.0,,1984-11-10 00:00:00,10.0,86.0,30,,DD,BOB,1200,2.0,5,,,,,,,,,,,,,,
1984,5.0,,1984-11-10 00:00:00,10.0,84.0,30,,DD,BOB,1800,2.0,5,,,,,,,,,,,,,,
1984,5.0,,1984-11-11 00:00:00,10.5,82.5,30,,DD,BOB,0300,2.0,5,,,,,,,,,,,,,,
1984,5.0,,1984-11-11 00:00:00,10.8,82.0,35,,DD,BOB,0600,2.5,6.075183495338227,,,,,,,,,,,,,,
1984,5.0,,1984-11-11 00:00:00,11.0,81.5,40,,CS,BOB,1200,2.5,8,,,,,,,,,,,,,,
1984,5.0,,1984-11-12 00:00:00,12.0,80.5,55,,SCS,BOB,0300,3.5,15.001983733386234,,,,,,,,,,,,,,
1984,5.0,,1984-11-12 00:00:00,12.5,80.5,90,,SCS,BOB,1200,5.0,40.17060107121603,,,,,,,,,,,,,,
1984,5.0,,1984-11-13 00:00:00,13.5,80.5,90,,SCS,BOB,0300,5.0,40.17060107121603,,,,,,,,,,,,,,
1984,5.0,,1984-11-13 00:00:00,13.5,80.3,102,,SCS,BOB,1200,5.5,51.59690537591748,,,,,,,,,,,,,,
1984,5.0,,1984-11-13 00:00:00,13.5,80.0,115,,SCS,BOB,1800,6.0,65.58718508232494,,,,,,,,,,,,,,
1984,5.0,,1984-11-14 00:00:00,13.5,80.0,115,,SCS,BOB,0300,6.0,65.58718508232494,,,,,,,,,,,,,,
1984,5.0,,1984-11-14 00:00:00,13.5,79.5,65,,CS,BOB,1200,4.0,20.953183892084905,,,,,,,,,,,,,,
1984,6.0,,1984-11-27 00:00:00,8.5,85.5,25,,D,BOB,1200,1.5,3.0995834159888913,,,,,,SYSTEM CROSSED TN COAST JUST N OF KARAIKAL BET 0900 AND 0930 UTC NEAR (10.9/79.8) OF 1ST DEC,,,,,,,,
1984,6.0,,1984-11-28 00:00:00,9.0,85.0,25,,D,BOB,0300,1.5,3.0995834159888913,,,,,,,,,,,,,,
1984,6.0,,1984-11-28 00:00:00,9.5,84.5,30,,DD,BOB,1200,2.0,4.463400119024003,,,,,,,,,,,,,,
1984,6.0,,1984-11-28 00:00:00,9.5,84.5,35,,DD,BOB,1500,2.5,6.075183495338227,,,,,,,,,,,,,,
1984,6.0,,1984-11-29 00:00:00,9.5,84.5,45,,CS,BOB,0900,3.0,10.042650267804008,,,,,,,,,,,,,,
1984,6.0,,1984-11-30 00:00:00,9.5,84.5,55,,CS,BOB,0000,3.5,15.001983733386234,,,,,,,,,,,,,,
1984,6.0,,1984-11-30 00:00:00,9.5,84.5,115,,SCS,BOB,0300,6.0,65.58718508232494,,,,,,,,,,,,,,
1984,6.0,,1984-12-01 00:00:00,10.8,80.5,115,,SCS,BOB,0300,6.0,65.58718508232494,,,,,,,,,,,,,,
1984,6.0,,1984-12-01 00:00:00,11.0,79.0,55,,CS,BOB,1200,3.5,15.001983733386234,,,,,,,,,,,,,,
1984,6.0,,1984-12-01 00:00:00,11.5,77.5,30,,DD,BOB,1800,2.0,4.463400119024003,,,,,,,,,,,,,,
1984,6.0,,1984-12-02 00:00:00,11.5,74.0,25,,D,BOB,0300,1.5,3.0995834159888913,,,,,,,,,,,,,,
1987,9.0,,1987-12-19 00:00:00,10.5,82.0,25,,D,BOB,1200,1.5,,,,,,,,,,,,,,,
1987,9.0,,1987-12-19 00:00:00,10.5,82.0,25,,D,BOB,1800,1.5,,,,,,,,,,,,,,,
1987,9.0,,1987-12-20 00:00:00,10.5,82.0,25,,D,BOB,0000,1.5,,,,,,,,,,,,,,,
1987,9.0,,1987-12-20 00:00:00,10.5,82.0,25,,D,BOB,0300,1.5,,,,,,,,,,,,,,,
1987,9.0,,1987-12-20 00:00:00,11.0,82.5,25,,D,BOB,1200,1.5,,,,,,,,,,,,,,,
1987,9.0,,1987-12-20 00:00:00,11.5,83.5,25,,D,BOB,1800,1.5,,,,,,,,,,,,,,,
1987,9.0,,1987-12-21 00:00:00,12.0,84.0,25,,D,BOB,0000,1.5,,,,,,,,,,,,,,,
1987,9.0,,1987-12-21 00:00:00,12.0,84.5,30,,DD,BOB,0300,2.0,,,,,,,,,,,,,,,
1987,9.0,,1987-12-21 00:00:00,12.0,89.5,30,,DD,BOB,0600,2.0,,,,,,,,,,,,,,,
1987,9.0,,1987-12-21 00:00:00,12.0,84.5,30,,DD,BOB,1200,2.0,,,,,,,,,,,,,,,
1987,9.0,,1987-12-21 00:00:00,11.5,84.0,30,,DD,BOB,1800,2.0,,,,,,,,,,,,,,,
1987,9.0,,1987-12-22 00:00:00,10.5,83.0,30,,DD,BOB,0000,2.0,,,,,,,,,,,,,,,
1987,9.0,,1987-12-22 00:00:00,10.0,82.0,25,,D,BOB,0300,1.5,,,,,,,,,,,,,,,
1987,9.0,,1987-12-22 00:00:00,10.0,82.0,25,,D,BOB,0600,1.5,,,,,,,,,,,,,,,
1987,9.0,,1987-12-22 00:00:00,10.0,81.5,25,,D,BOB,1200,1.5,,,,,,,,,,,,,,,
1987,9.0,,1987-12-22 00:00:00,10.0,81.0,25,,D,BOB,1800,1.5,,,,,,,,,,,,,,,
1990,1.0,,1990-05-04 00:00:00,8.5,87.0,25,1002,D,BOB,0600,1.5, 4,1006,10,,,,,,,,,,,,
1990,1.0,,1990-05-04 00:00:00,9.5,87.0,25,1000,D,BOB,1200,1.5, 4,1004,5,,,,,,,,,,,,
1990,1.0,,1990-05-04 00:00:00,9.5,86.0,25,1002,D,BOB,1800,1.5, 4,1006,6,,,,,,,,,,,,
1990,1.0,,1990-05-05 00:00:00,10.0,85.5,30, 998,DD,BOB,0000,2.0, 6,1004,6,,,,,,,,,,,,
1990,1.0,,1990-05-05 00:00:00,10.0,85.0, 35, 999,CS,BOB,0600,2.5, 7,1006,5,,,,,,,,,,,,
1990,1.0,,1990-05-05 00:00:00,10.1,84.7, 45, 994,CS,BOB,1200,3.0,10,1004,7,,,,,,,,,,,,
1990,1.0,,1990-05-05 00:00:00,10.3,83.9, 55, 991,SCS,BOB,1800,3.5,15,1006,8,,,,,,,,,,,,
1990,1.0,,1990-05-06 00:00:00,10.3,83.3, 55, 991,SCS,BOB,0000,3.5,15,1006,8,,,,,,,,,,,,
1990,1.0,,1990-05-06 00:00:00,10.0,83.2, 77, 976,VSCS,BOB,0600,4.5,29.4,1006,8,,,,,,,,,,,,
1990,1.0,,1990-05-06 00:00:00,10.2,82.9, 77, 976,VSCS,BOB,1200,4.5,29.4,1004,8,,,,,,,,,,,,
1990,1.0,,1990-05-06 00:00:00,10.3,82.5, 77, 976,VSCS,BOB,1800,4.5,29.4,1006,10,,,,,,,,,,,,
1990,1.0,,1990-05-07 00:00:00,11.3,82.3, 90, 964,ESCS,BOB,0000,5.0,40.2,1004,8,,,,,,,,,,,,
1990,1.0,,1990-05-07 00:00:00,11.3,81.8,115, 940,ESCS,BOB,0600,6.0,65.6,1006,9,,,,,,,,,,,,
1990,1.0,,1990-05-07 00:00:00,11.4,81.7,115, 938,ESCS,BOB,1200,6.0,65.6,1004,8,,,,,,,,,,,,
1990,1.0,,1990-05-07 00:00:00,14.5,80.8,102, 950,ESCS,BOB,1800,5.5,51.6,1002,8,,,,,,,,,,,,
1990,1.0,,1990-05-08 00:00:00,13.3,81.8,127, 924,SUCS,BOB,0000,6.5,80.0,1004,9,,,,,,,,,,,,
1990,1.0,,1990-05-08 00:00:00,13.6,81.4,127, 924,SUCS,BOB,0600,6.5,80.0,1004,8,,,,,,,,,,,,
1990,1.0,,1990-05-08 00:00:00,13.9,81.1,127, 920,SUCS,BOB,1200,6.5,80.0,1000,8,,,,,,,,,,,,
1990,1.0,,1990-05-08 00:00:00,14.5,80.8,102, 950,ESCS,BOB,1800,5.5,51.6,1002,8,,,,,,,,,,,,
1990,1.0,,1990-05-09 00:00:00,15.1,81.0, 90, 960,ESCS,BOB,0000,5.0,40.2,1000,7,,,,,,,,,,,,
1990,1.0,,1990-05-09 00:00:00,15.4,80.9, 90, 960,ESCS,BOB,0600,5.0,40.2,1000,7,,,,,,,,,,,,
1990,1.0,,1990-05-09 00:00:00,15.9,81.0, 90, 956,ESCS,BOB,1200,5.0,40.2, 996,9,,,,,,,,,,,,
1990,1.0,,1990-05-09 00:00:00,16.0,80.5, 65,    ,VSCS,BOB,1800,,,1000,9,,,,,,,,,,,,
1990,1.0,,1990-05-10 00:00:00,16.5,80.0,40,    ,VSCS,BOB,0000,,,1000,8,,,,,,,,,,,,
1990,1.0,,1990-05-10 00:00:00,16.5,79.5,27,    ,SCS,BOB,0600,,,1000,10,,,,,,,,,,,,
1990,1.0,,1990-05-10 00:00:00,17.0,79.0,16,    ,D,BOB,1200,,, 996,10,,,,,,,,,,,,
1990,1.0,,1990-11-16 00:00:00,14.5,73.5, 27,1009,D,ARB,0600,1.5,,    ,,,,,,,,,,,,,
1990,1.0,,1990-11-16 00:00:00,14.5,73.5, 27,1008,D,ARB,1200,1.5,,    ,,,,,,,,,,,,,
1990,1.0,,1990-11-16 00:00:00,14.5,73.5, 27,1009,D,ARB,1800,1.5,,    ,,,,,,,,,,,,,
1990,1.0,,1990-11-17 00:00:00,14.5,73.0, 27,1008,D,ARB,0000,1.5,,    ,,,,,,,,,,,,,
1990,1.0,,1990-11-17 00:00:00,14.0,72.0, 27,1008,D,ARB,0600,1.5,,    ,,,,,,,,,,,,,
1990,1.0,,1990-11-17 00:00:00,14.8,72.0, 33,1007,DD,ARB,1200,2,,    ,,,,,,,,,,,,,
1990,1.0,,1990-11-17 00:00:00,15.0,72.0, 33,1008,DD,ARB,1800,2,,,,,,,,,,,,,,,
1990,1.0,,1990-11-18 00:00:00,15.5,72.5, 27,1009,D,ARB,0000,1.5,,    ,,,,,,,,,,,,,
1991,7.0,-,1991-10-28 00:00:00,10.5,82.0, 25,1002,D,BOB,0600,1.5, 4.0,1006,,,,,,6,,,,,,,
1991,7.0,-,1991-10-28 00:00:00,11.0,81.5, 25,1000,D,BOB,1200,1.5, 4.0,1004,,,,,,7,,,,,,,
1991,7.0,-,1991-10-28 00:00:00,11.5,81.0, 25,1000,D,BOB,1800,1.5, 4.0,1004,,,,,,7,,,,,,,
1991,7.0,-,1991-10-29 00:00:00,12.0,80.5, 25, 998,D,BOB,0000,1.5, 4.0,1002,,,,,,7,,,,,,,
1991,7.0,-,1991-10-29 00:00:00,12.5,79.5, 25,1000,D,BOB,0600,-, 4.0,1004,,,,,,7,,,,,,,
1991,7.0,-,1991-10-29 00:00:00,12.5,79.0, 25, 998,D,BOB,1200,-, 4.0,1002,,,,,,6,,,,,,,
1991,7.0,-,1991-10-29 00:00:00,13.0,78.5, 25,1000,D,BOB,1800,-, 4.0,1004,,,,,,6,,,,,,,
1991,7.0,-,1991-10-30 00:00:00,13.0,78.0, 25,1000,D,BOB,0000,-, 4.0,1004,,,,,,6,,,,,,,
1991,7.0,-,1991-10-30 00:00:00,13.0,77.5, 25,1000,D,BOB,0600,-, 4.0,1004,,,,,,6,,,,,,,
1991,8.0,-,1991-11-11 00:00:00,11.0,87.5, 25,1006,D,BOB,1200,1.5, 4,1010,,,,,,5,,,,,,,
1991,8.0,-,1991-11-11 00:00:00,11.0,87.5, 25,1006,D,BOB,1800,1.5, 4,1010,,,,,,5,,,,,,,
1991,8.0,-,1991-11-12 00:00:00,11.0,87.0, 25,1006,D,BOB,0000,1.5, 4,1010,,,,,,6,,,,,,,
1991,8.0,-,1991-11-12 00:00:00,11.0,86.5, 25,1004,D,BOB,0600,1.5, 4,1008,,,,,,6,,,,,,,
1991,8.0,-,1991-11-12 00:00:00,11.0,86.0, 25,1004,D,BOB,1200,1.5, 4,1008,,,,,,6,,,,,,,
1991,8.0,-,1991-11-12 00:00:00,11.0,85.0, 25,1004,D,BOB,1800,1.5, 4,1008,,,,,,7,,,,,,,
1991,8.0,-,1991-11-13 00:00:00,11.0,84.5, 25,1004,D,BOB,0000,1.5, 4,1008,,,,,,7,,,,,,,
1991,8.0,-,1991-11-13 00:00:00,11.0,83.5, 30,1004,DD,BOB,0600,2.0, 6,1010,,,,,,7,,,,,,,
1991,8.0,-,1991-11-13 00:00:00,11.0,83.0, 35,1000,CS,BOB,1200,2.5, 8,1008,,,,,,7,,,,,,,
1991,8.0,-,1991-11-13 00:00:00,11.0,82.0, 35,1000,CS,BOB,1800,2.5, 8,1008,,,,,,7,,,,,,,
1991,8.0,-,1991-11-14 00:00:00,11.0,81.0, 35,1000,CS,BOB,0000,2.5, 8,1008,,,,,,8,,,,,,,
1991,8.0,-,1991-11-14 00:00:00,10.5,80.5, 45,1000,CS,BOB,0600,3.0,10,1010,,,,,,8,,,,,,,
1991,8.0,-,1991-11-14 00:00:00,11.0,80.5, 45, 998,CS,BOB,1200,3.0,10,1008,,,,,,8,,,,,,,
1991,8.0,-,1991-11-14 00:00:00,11.2,80.0, 45, 998,CS,BOB,1800,3.0,10,1008,,,,,,8,,,,,,,
1991,8.0,-,1991-11-15 00:00:00,11.5,79.7, 35,1000,CS,BOB,0000,2.5, 8,1008,,,,,,7,,,,,,,
1991,8.0,-,1991-11-15 00:00:00,12.0,79.3, 30,1002,DD,BOB,0600,-, 6,1008,,,,,,6,,,,,,,
1991,8.0,-,1991-11-15 00:00:00,12.5,79.0, 25,1000,D,BOB,1200,-, 4,1004,,,,,,5,,,,,,,
1993,1.0,-,1993-11-12 00:00:00,11.5,69.0, 25,1004,D,ARB,0300,1.5, 4,1008,6,,,,,,,,,,,,
1993,1.0,-,1993-11-12 00:00:00,12.0,68.5, 25,1004,D,ARB,0600,1.5, 4,1008,6,,,,,,,,,,,,
1993,1.0,-,1993-11-12 00:00:00,14.0,67.5, 30,1002,DD,ARB,1200,2.0, 6,1008,7,,,,,,,,,,,,
1993,1.0,-,1993-11-12 00:00:00,14.0,66.5, 30,1002,DD,ARB,1800,2.0, 6,1008,7,,,,,,,,,,,,
1993,1.0,-,1993-11-13 00:00:00,15.0,65.5, 35,1000,CS,ARB,0000,2.5, 8,1008,8,,,,,,,,,,,,
1993,1.0,-,1993-11-13 00:00:00,16.0,65.0, 45,1000,CS,ARB,0300,3.0,10,1010,8,,,,,,,,,,,,
1993,1.0,-,1993-11-13 00:00:00,16.5,64.5, 45,1000,CS,ARB,0600,3.0,10,1010,10,,,,,,,,,,,,
1993,1.0,-,1993-11-13 00:00:00,17.5,64.5, 45, 998,CS,ARB,1200,3.0,10,1008,10,,,,,,,,,,,,
1993,1.0,-,1993-11-13 00:00:00,18.5,64.5, 45,1000,CS,ARB,1800,3.0,10,1010,10,,,,,,,,,,,,
1993,1.0,-,1993-11-14 00:00:00,19.5,64.5, 45,1000,CS,ARB,0000,3.0,10,1010,10,,,,,,,,,,,,
1993,1.0,-,1993-11-14 00:00:00,20.0,64.5, 45, 998,CS,ARB,0300,3.0,10,1008,10,,,,,,,,,,,,
1993,1.0,-,1993-11-14 00:00:00,20.0,64.5, 55, 992,SCS,ARB,0600,3.5,16,1008,10,,,,,,,,,,,,
1993,1.0,-,1993-11-14 00:00:00,20.5,64.5, 65, 986,VSCS,ARB,1200,4.0,22,1008,10,,,,,,,,,,,,
1993,1.0,-,1993-11-14 00:00:00,21.5,65.5, 65, 988,VSCS,ARB,1800,4.0,22,1010,10,,,,,,,,,,,,
1993,1.0,-,1993-11-15 00:00:00,22.5,67.0, 55, 998,SCS,ARB,0000,3.5,14,1012,8,,,,,,,,,,,,
1993,1.0,-,1993-11-15 00:00:00,23.5,67.5, 45,1002,CS,ARB,0300,3.0,10,1012,8,,,,,,,,,,,,
1993,1.0,-,1993-11-15 00:00:00,23.5,67.5, 35,1004,CS,ARB,0600,-, 8,1012,7,,,,,,,,,,,,
1993,1.0,-,1993-11-15 00:00:00,23.5,67.5, 30,1004,CS,ARB,1200,-, 6,1010,6,,,,,,,,,,,,
1993,1.0,-,1993-11-15 00:00:00,23.5,67.5, 30,1004,CS,ARB,1800,-, 6,1010,5,,,,,,,,,,,,
1993,2.0,-,1993-11-08 00:00:00,6.5,78.5, 25,1000,D,ARB,0300,1.5, 4,1004,5,,,,,,,,,,,,
1993,2.0,-,1993-11-08 00:00:00,6.5,78.5, 25,1000,D,ARB,0600,1.5, 4,1004,5,,,,,,,,,,,,
1993,2.0,-,1993-11-08 00:00:00,7.0,78.5, 25,1000,D,ARB,1200,1.5, 4,1004,5,,,,,,,,,,,,
1993,2.0,-,1993-11-08 00:00:00,7.5,78.5, 25,1002,D,ARB,1800,1.5, 4,1006,5,,,,,,,,,,,,
1993,2.0,-,1993-11-09 00:00:00,8.5,78.5, 25,1000,D,ARB,0000,-, 4,1004,5,,,,,,,,,,,,
1993,2.0,-,1993-11-09 00:00:00,9.0,78.5, 25,1000,D,ARB,0300,-, 4,1004,5,,,,,,,,,,,,
1993,2.0,-,1993-11-09 00:00:00,9.0,78.0, 25,1000,D,ARB,0600,-, 4,1004,5,,,,,,,,,,,,
1993,2.0,-,1993-11-09 00:00:00,9.0,77.5, 25, 998,D,ARB,1200,-, 4,1002,5,,,,,,,,,,,,
1993,2.0,-,1993-11-09 00:00:00,9.0,77.0, 25,1000,D,ARB,1800,-, 4,1004,5,,,,,,,,,,,,
1993,1.0,-,1993-12-01 00:00:00,7.0,91.0, 25,1002,D,BOB,0600,1.5, 4,1006,5,,,,,,,,,,,,
1993,1.0,-,1993-12-01 00:00:00,8.0,89.0, 30,1000,DD,BOB,1200,2.0, 6,1006,5,,,,,,,,,,,,
1993,1.0,-,1993-12-01 00:00:00,8.0,88.0, 30,1002,DD,BOB,1800,2.0, 6,1008,6,,,,,,,,,,,,
1993,1.0,-,1993-12-02 00:00:00,8.0,87.5, 30,1002,DD,BOB,0000,2.0, 6,1008,6,,,,,,,,,,,,
1993,1.0,-,1993-12-02 00:00:00,8.0,87.0, 30,1000,DD,BOB,0300,2.0, 6,1006,6,,,,,,,,,,,,
1993,1.0,-,1993-12-02 00:00:00,8.5,86.5, 30,1002,DD,BOB,0600,2.5, 6,1008,6,,,,,,,,,,,,
1993,1.0,-,1993-12-02 00:00:00,9.0,85.5, 45, 996,CS,BOB,1200,3.0,10,1006,8,,,,,,,,,,,,
1993,1.0,-,1993-12-02 00:00:00,9.0,85.0, 45, 996,CS,BOB,1800,3.0,10,1006,8,,,,,,,,,,,,
1993,1.0,-,1993-12-03 00:00:00,9.5,84.5, 45, 994,CS,BOB,0000,3.0,10,1004,8,,,,,,,,,,,,
1993,1.0,-,1993-12-03 00:00:00,9.5,83.5, 55, 988,SCS,BOB,0300,3.5,16,1004,8,,,,,,,,,,,,
1993,1.0,-,1993-12-03 00:00:00,9.5,83.0, 55, 988,SCS,BOB,0600,3.5,16,1004,8,,,,,,,,,,,,
1993,1.0,-,1993-12-03 00:00:00,10.0,82.0, 65, 982,VSCS,BOB,1200,4.0,22,1004,8,,,,,,,,,,,,
1993,1.0,-,1993-12-03 00:00:00,10.5,81.5, 65, 982,VSCS,BOB,1800,4.0,22,1004,8,,,,,,,,,,,,
1993,1.0,-,1993-12-04 00:00:00,10.8,80.8, 77, 976,VSCS,BOB,0000,4.5,30,1006,8,,,,,,,,,,,,
1993,1.0,-,1993-12-04 00:00:00,11.0,80.0, 77, 976,VSCS,BOB,0300,4.5,30,1006,8,,,,,,,,,,,,
1993,1.0,-,1993-12-04 00:00:00,11.5,79.0, 90, 968,ESCS,BOB,0600,5.0,40,1008,8,,,,,,,,,,,,
1993,1.0,-,1993-12-04 00:00:00,12.0,78.5, 30, 998,DD,BOB,1200,-, 6,1004,6,,,,,,,,,,,,
1993,2.0,-,1993-12-19 00:00:00,8.5,83.5, 25,1008,D,BOB,0000,1.5, 4,1012,5,,,,,,,,,,,,
1993,2.0,-,1993-12-19 00:00:00,8.5,83.5, 25,1008,D,BOB,0300,1.5, 4,1012,5,,,,,,,,,,,,
1993,2.0,-,1993-12-19 00:00:00,9.0,82.5, 25,1008,D,BOB,0600,1.5, 4,1012,5,,,,,,,,,,,,
1993,2.0,-,1993-12-19 00:00:00,9.5,82.0, 30,1006,DD,BOB,1200,1.5, 6,1012,5,,,,,,,,,,,,
1993,2.0,-,1993-12-19 00:00:00,10.0,81.0, 30,1008,DD,BOB,1800,1.5, 6,1014,5,,,,,,,,,,,,
1993,2.0,-,1993-12-20 00:00:00,10.5,80.5, 25,1008,D,BOB,0000,1.5, 4,1012,5,,,,,,,,,,,,
1993,2.0,-,1993-12-20 00:00:00,11.0,80.5, 25,1008,D,BOB,0300,1.5, 4,1012,5,,,,,,,,,,,,
1993,2.0,-,1993-12-20 00:00:00,11.0,80.5, 25,1008,D,BOB,0600,1.5, 4,1012,5,,,,,,,,,,,,
1993,2.0,-,1993-12-20 00:00:00,11.0,80.5, 25,1008,D,BOB,0900,1.5, 4,1012,4,,,,,,,,,,,,
1994,3.0,-,1994-10-29 00:00:00,9.5,85.0, 25,1006,D,BOB,0300,1.5, 4,1010,4x3,,,,,,,,,,,,
1994,3.0,-,1994-10-29 00:00:00,10.0,84.5, 25,1004,D,BOB,0600,1.5, 4,1008,4x3,,,,,,,,,,,,
1994,3.0,-,1994-10-29 00:00:00,10.5,84.5, 30,1003,DD,BOB,1200,2.0, 5,1008,4x3,,,,,,,,,,,,
1994,3.0,-,1994-10-29 00:00:00,11.0,84.0, 30,1005,DD,BOB,1800,2.0, 5,1010,4x4,,,,,,,,,,,,
1994,3.0,-,1994-10-30 00:00:00,11.5,83.0, 30,1004,DD,BOB,0000,2.0, 6,1010,4x4,,,,,,,,,,,,
1994,3.0,-,1994-10-30 00:00:00,12.0,82.0, 35,1002,CS,BOB,0300,2.5, 8,1010,4x4,,,,,,,,,,,,
1994,3.0,-,1994-10-30 00:00:00,12.2,81.5, 45,1000,CS,BOB,0600,3.0,10,1010,4x4,,,,,,,,,,,,
1994,3.0,-,1994-10-30 00:00:00,12.3,81.0, 55, 992,SCS,BOB,1200,3.5,16,1008,4x4,,,,,,,,,,,,
1994,3.0,-,1994-10-30 00:00:00,12.7,80.5, 60, 990,SCS,BOB,1800,3.5,18,1008,4x4,,,,,,,,,,,,
1994,3.0,-,1994-10-31 00:00:00,13.0,80.3, 60, 988,SCS,BOB,0000,3.5,20,1008,5x4,,,,,,,,,,,,
1994,3.0,-,1994-10-31 00:00:00,13.2,80.0, 55,-,SCS,BOB,0300,-,-,-,-,,,,,,,,,,,,
1994,3.0,-,1994-10-31 00:00:00,13.6,79.5, 35,-,CS,BOB,0600,-,-,-,-,,,,,,,,,,,,
1994,3.0,-,1994-10-31 00:00:00,14.0,78.5, 30,-,DD,BOB,1200,-,-,-,-,,,,,,,,,,,,
1994,3.0,-,1994-10-31 00:00:00,14.5,78.0,,,,BOB,1800,WML,,    ,,,,,,,,,,,,,
1995,1.0,,1995-05-05 00:00:00,11.0,80.5, 25, 998,D,BOB,2100,1.5, 4,1002,3x3,,,,,,,,,,,,
1995,1.0,,1995-05-06 00:00:00,11.5,80.5, 25, 998,D,BOB,0000,1.5, 4,1002,3x3,,,,,,,,,,,,
1995,1.0,,1995-05-06 00:00:00,11.5,80.5, 25, 998,D,BOB,0300,1.5, 4,1002,3x3,,,,,,,,,,,,
1995,1.0,,1995-05-06 00:00:00,11.5,80.5, 25, 997,D,BOB,0600,1.5, 5,1002,3x4,,,,,,,,,,,,
1995,1.0,,1995-05-06 00:00:00,11.5,80.0, 30, 996,DD,BOB,0900,2.0, 6,1002,3x4,,,,,,,,,,,,
1995,1.0,,1995-05-06 00:00:00,12.0,79.5,-,-,D,BOB,1200,-,-,Over,land,,,,,,,,,,,,
1995,1.0,,1995-05-06 00:00:00,12.5,78.5,-,-,D,BOB,1800,-,-,-,-,,,,,,,,,,,,
1996,9.0,,1996-11-28 00:00:00,11.5,86.5, 25,1004,D,BOB,0300,1.5,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-11-28 00:00:00,12.0,86.0, 25,1004,D,BOB,0600,1.5,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-11-28 00:00:00,12.5,85.5, 25,1004,D,BOB,1200,1.5,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-11-28 00:00:00,13.0,85.5, 25,1004,D,BOB,1800,1.5,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-11-29 00:00:00,13.0,85.5, 25,1004,D,BOB,0000,1.5,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-11-29 00:00:00,12.5,85.0, 30,1002,DD,BOB,0300,2.0,-,    ,,,,,,,,,,,,,
1996,9.0,,1996-11-29 00:00:00,13.0,85.5, 30,1002,DD,BOB,0600,2.0,-,    ,,,,,,,,,,,,,
